OrderID,OrderDate,ProductID,Product,Quantity,Region,Customer Type,Sales Person,PaymentMethod,Discount
ORD080,2025-10-26,P005,Monitor,3,South West,Business,Emma,Credit Card,10
ORD032,2025-09-28,P016,Speakers,4,London,Business,Sarah,Bank Transfer,15
ORD347,2026-04-05,P018,Webcam,1,London,Consumer,James,Credit Card,0
ORD219,2026-01-13,P016,Speakers,2,London,Business,Michael,PayPal,0
ORD435,2026-07-20,P012,Docking Station,1,Midlands,Consumer,Michael,Credit Card,15
ORD326,2026-04-04,P001,Laptop,1,North West,Consumer,Sarah,PayPal,0
ORD146,2025-12-23,P013,USB Hub,3,London,Business,Michael,Credit Card,10
ORD447,2026-07-13,P005,Monitor,1,South West,Consumer,Sarah,PayPal,0
ORD403,2026-06-02,P014,External SSD,3,London,Consumer,Emma,PayPal,0
ORD059,2025-10-08,P011,Gaming Mouse,2,North West,Consumer,Sarah,Credit Card,5
ORD072,2025-10-06,P001,Laptop,1,South West,Business,James,Credit Card,10
ORD037,2025-09-22,P005,Monitor,2,South West,Business,James,Bank Transfer,10
ORD043,2025-09-16,P007,Ultrawide Monitor,2,North West,Consumer,Emma,Credit Card,5
ORD099,2025-11-10,P007,Ultrawide Monitor,1,Midlands,Business,James,Debit Card,0
ORD292,2026-03-04,P005,Monitor,3,London,Business,James,Credit Card,20
ORD366,2026-05-08,P012,Docking Station,5,Midlands,Business,Emma,Debit Card,5
ORD480,2026-08-30,P008,Keyboard,1,South West,Consumer,James,Debit Card,0
ORD388,2026-05-05,P015,Headset,1,South West,Consumer,James,Debit Card,0
ORD254,2026-02-10,P006,"Monitor 27""",1,London,Consumer,James,Debit Card,20
ORD365,2026-05-07,P005,Monitor,3,North West,Business,James,Bank Transfer,5
ORD019,2026-08-03,P015,Headset,3,Midlands,Business,Michael,Credit Card,10
ORD330,2026-04-20,P010,Mouse,1,Midlands,Consumer,Emma,Debit Card,5
ORD465,2026-07-26,P010,Mouse,3,South West,Business,Sarah,Debit Card,5
ORD096,2025-11-12,P006,"Monitor 27""",1,Midlands,Consumer,Sarah,Credit Card,0
ORD481,2026-08-05,P004,Gaming Laptop,1,North West,Consumer,Sarah,Debit Card,0
ORD458,2026-07-16,P009,Mechanical Keyboard,3,London,Consumer,James,PayPal,0
ORD311,2026-04-03,P014,External SSD,4,South West,Business,James,Bank Transfer,15
ORD193,2025-12-15,P004,Gaming Laptop,1,North West,Business,Sarah,Bank Transfer,0
ORD058,2025-10-11,P015,Headset,3,North West,Consumer,Sarah,Credit Card,5
ORD449,2026-07-21,P010,Mouse,4,London,Consumer,James,Credit Card,10
ORD446,2026-07-20,P010,Mouse,2,Midlands,Consumer,Emma,Credit Card,10
ORD078,2025-10-16,P014,External SSD,3,London,Consumer,James,PayPal,0
ORD261,2026-02-06,P016,Speakers,1,South West,Business,Michael,Bank Transfer,15
ORD131,2025-11-29,P009,Mechanical Keyboard,1,North West,Consumer,James,Debit Card,5
ORD269,2026-02-15,P013,USB Hub,6,Midlands,Business,James,Debit Card,5
ORD139,2025-11-02,P013,USB Hub,3,South West,Business,Sarah,Bank Transfer,5
ORD314,2026-04-14,P004,Gaming Laptop,1,South West,Consumer,Michael,Credit Card,5
ORD405,2026-06-17,P018,Webcam,3,North West,Business,Emma,Bank Transfer,15
ORD288,2026-03-30,P005,Monitor,1,London,Consumer,Sarah,Credit Card,5
ORD453,2026-07-21,P006,"Monitor 27""",3,South West,Business,Emma,Bank Transfer,5
ORD418,2026-06-18,P007,Ultrawide Monitor,1,London,Consumer,Emma,Credit Card,5
ORD354,2026-05-04,P005,Monitor,1,North West,Business,James,Bank Transfer,0
ORD439,2026-07-21,P009,Mechanical Keyboard,4,North West,Business,Michael,Bank Transfer,10
ORD244,2026-02-07,P003,Mini PC,2,North West,Consumer,Michael,Credit Card,0
ORD307,2026-03-25,P001,Laptop,4,South West,Business,Sarah,Bank Transfer,20
ORD420,2026-06-13,P017,Microphone,1,South West,Consumer,Michael,Credit Card,5
ORD394,2026-06-23,P004,Gaming Laptop,1,London,Consumer,Michael,Debit Card,5
ORD203,2026-01-23,P004,Gaming Laptop,1,London,Consumer,Michael,Debit Card,0
ORD474,2026-08-19,P001,Laptop,2,South West,Consumer,Michael,Credit Card,0
ORD238,2026-02-15,P002,Desktop PC,1,North West,Business,Sarah,Credit Card,10
ORD302,2026-03-01,P013,USB Hub,6,North West,Business,Michael,Bank Transfer,10
ORD068,2025-10-01,P006,"Monitor 27""",1,North West,Consumer,Emma,Debit Card,10
ORD021,2025-09-04,P009,Mechanical Keyboard,1,Midlands,Consumer,Michael,PayPal,5
ORD040,2025-09-22,P008,Keyboard,5,London,Business,James,Bank Transfer,15
ORD488,2026-08-05,P017,Microphone,1,Midlands,Consumer,James,Credit Card,10
ORD177,2025-12-12,P010,Mouse,3,London,Consumer,Sarah,Debit Card,0
ORD496,2026-08-08,P009,Mechanical Keyboard,1,London,Consumer,Michael,Debit Card,0
ORD274,2026-03-31,P001,Laptop,2,South West,Consumer,Sarah,Debit Card,10
ORD308,2026-03-13,P018,Webcam,2,South West,Business,Sarah,PayPal,5
ORD327,2026-04-05,P011,Gaming Mouse,5,South West,Business,Michael,Bank Transfer,20
ORD333,2026-04-15,P015,Headset,1,South West,Consumer,Sarah,Debit Card,20
ORD383,2026-05-18,P008,Keyboard,1,South West,Consumer,Sarah,Bank Transfer,5
ORD106,2025-11-13,P010,Mouse,2,South West,Consumer,James,Debit Card,10
ORD031,2025-09-13,P018,Webcam,2,South West,Consumer,Emma,Debit Card,5
ORD065,2025-10-08,P018,Webcam,4,Midlands,Business,James,Bank Transfer,15
ORD190,2025-12-04,P008,Keyboard,2,London,Consumer,Michael,Credit Card,0
ORD430,2026-06-26,P001,Laptop,1,Midlands,Business,Emma,Credit Card,0
ORD136,2025-11-11,P009,Mechanical Keyboard,3,North West,Business,Emma,Bank Transfer,10
ORD071,2025-10-01,P011,Gaming Mouse,1,London,Consumer,James,Credit Card,0
ORD325,2026-04-25,P008,Keyboard,1,Midlands,Business,James,Credit Card,5
ORD141,2025-11-25,P008,Keyboard,2,South West,Business,James,Bank Transfer,10
ORD020,2026-08-08,P001,Laptop,1,London,Consumer,Emma,PayPal,0
ORD033,2025-09-23,P014,External SSD,3,London,Business,James,Bank Transfer,5
ORD489,2026-08-10,P001,Laptop,1,South West,Business,Emma,Credit Card,15
ORD107,2025-11-03,P015,Headset,1,South West,Consumer,Sarah,Credit Card,0
ORD105,2025-11-04,P010,Mouse,4,London,Consumer,Emma,Credit Card,5
ORD013,2026-05-21,P005,Monitor,2,North West,Business,James,Bank Transfer,5
ORD108,2025-11-25,P016,Speakers,2,London,Consumer,Sarah,Debit Card,15
ORD156,2025-12-20,P008,Keyboard,5,London,Business,James,Bank Transfer,10
ORD443,2026-07-29,P008,Keyboard,2,North West,Consumer,Emma,PayPal,15
ORD230,2026-01-17,P008,Keyboard,2,South West,Consumer,Sarah,Debit Card,0
ORD067,2025-10-15,P008,Keyboard,4,London,Consumer,James,PayPal,0
ORD290,2026-03-22,P001,Laptop,2,London,Consumer,Michael,PayPal,15
ORD009,2026-04-02,P008,Keyboard,1,North West,Consumer,James,PayPal,20
ORD462,2026-07-17,P010,Mouse,1,Midlands,Consumer,James,PayPal,5
ORD437,2026-07-02,P017,Microphone,2,South West,Consumer,Sarah,Credit Card,10
ORD280,2026-03-07,P015,Headset,5,London,Business,James,Bank Transfer,0
ORD258,2026-02-10,P020,Printer,1,Midlands,Consumer,Michael,Credit Card,10
ORD310,2026-04-20,P008,Keyboard,3,South West,Business,James,Credit Card,15
ORD266,2026-02-26,P019,Conference Camera,1,London,Business,James,Bank Transfer,0
ORD004,2026-02-03,P010,Mouse,2,North West,Consumer,Emma,PayPal,0
ORD484,2026-08-01,P017,Microphone,2,Midlands,Consumer,Michael,Credit Card,0
ORD191,2025-12-24,P020,Printer,2,Midlands,Business,Michael,Credit Card,0
ORD104,2025-11-03,P018,Webcam,1,South West,Consumer,Sarah,PayPal,0
ORD370,2026-05-30,P005,Monitor,2,London,Consumer,Sarah,Debit Card,10
ORD487,2026-08-20,P012,Docking Station,3,London,Business,James,Bank Transfer,15
ORD006,2026-02-27,P015,Headset,1,South West,Consumer,Sarah,Not Recorded,0
ORD062,2025-10-29,P004,Gaming Laptop,1,Midlands,Consumer,Sarah,Debit Card,5
ORD205,2026-01-04,P013,USB Hub,2,London,Business,James,Credit Card,20
ORD494,2026-08-19,P019,Conference Camera,1,South West,Consumer,Sarah,Credit Card,0
ORD497,2026-08-16,P014,External SSD,1,Midlands,Consumer,Emma,Credit Card,0
ORD187,2025-12-29,P014,External SSD,1,North West,Consumer,Emma,Credit Card,5
ORD318,2026-04-14,P001,Laptop,2,London,Consumer,Michael,Bank Transfer,0
ORD188,2025-12-03,P016,Speakers,2,South West,Consumer,Sarah,PayPal,5
ORD212,2026-01-22,P007,Ultrawide Monitor,3,North West,Business,James,PayPal,0
ORD401,2026-06-26,P011,Gaming Mouse,2,Midlands,Business,Sarah,PayPal,15
ORD273,2026-03-08,P010,Mouse,2,North West,Consumer,Sarah,PayPal,0
ORD475,2026-08-23,P020,Printer,1,Midlands,Consumer,Michael,PayPal,10
ORD468,2026-07-18,P014,External SSD,2,London,Consumer,James,Credit Card,15
ORD014,2026-06-04,P018,Webcam,1,South West,Consumer,Sarah,PayPal,0
ORD380,2026-05-19,P007,Ultrawide Monitor,3,Midlands,Business,James,Bank Transfer,0
ORD270,2026-03-29,P008,Keyboard,3,North West,Consumer,Emma,PayPal,0
ORD361,2026-05-22,P001,Laptop,2,London,Business,James,PayPal,20
ORD456,2026-07-17,P010,Mouse,5,South West,Business,Michael,Bank Transfer,10
ORD263,2026-02-28,P013,USB Hub,5,Midlands,Business,Sarah,PayPal,5
ORD336,2026-04-27,P013,USB Hub,1,Midlands,Consumer,Emma,Bank Transfer,10
ORD192,2025-12-05,P005,Monitor,2,Midlands,Consumer,James,Debit Card,0
ORD375,2026-05-24,P013,USB Hub,5,Midlands,Business,Michael,Bank Transfer,10
ORD415,2026-06-26,P003,Mini PC,2,Midlands,Business,Sarah,Credit Card,0
ORD195,2025-12-02,P006,"Monitor 27""",2,South West,Consumer,Michael,Credit Card,0
ORD175,2025-12-30,P005,Monitor,1,London,Business,James,Bank Transfer,15
ORD079,2025-10-08,P014,External SSD,3,Midlands,Business,Michael,Bank Transfer,5
ORD115,2025-11-13,P012,Docking Station,2,Midlands,Business,Michael,Credit Card,5
ORD229,2026-01-03,P010,Mouse,2,North West,Business,James,Credit Card,15
ORD386,2026-05-15,P004,Gaming Laptop,2,Midlands,Consumer,Sarah,PayPal,5
ORD402,2026-06-20,P008,Keyboard,1,London,Consumer,Sarah,Debit Card,0
ORD235,2026-01-09,P015,Headset,3,South West,Consumer,James,Credit Card,0
ORD451,2026-07-09,P013,USB Hub,5,South West,Business,James,Debit Card,5
ORD162,2025-12-18,P018,Webcam,2,South West,Business,Emma,Credit Card,15
ORD047,2025-09-10,P020,Printer,3,South West,Business,Sarah,Debit Card,5
ORD414,2026-06-10,P008,Keyboard,2,London,Business,Sarah,Credit Card,0
ORD463,2026-07-25,P003,Mini PC,1,North West,Business,Michael,Bank Transfer,0
ORD073,2025-10-31,P002,Desktop PC,3,Midlands,Business,Emma,Bank Transfer,15
ORD459,2026-07-01,P001,Laptop,1,North West,Consumer,Emma,Credit Card,15
ORD157,2025-12-22,P016,Speakers,4,South West,Consumer,Michael,Credit Card,0
ORD133,2025-11-13,P001,Laptop,1,London,Consumer,Michael,Credit Card,0
ORD341,2026-04-09,P003,Mini PC,2,London,Business,Sarah,Debit Card,15
ORD432,2026-06-15,P003,Mini PC,2,North West,Business,James,Bank Transfer,0
ORD082,2025-10-24,P011,Gaming Mouse,2,London,Consumer,Michael,Credit Card,5
ORD168,2025-12-16,P013,USB Hub,4,Midlands,Business,Michael,Bank Transfer,10
ORD411,2026-06-12,P006,"Monitor 27""",1,North West,Consumer,James,Credit Card,5
ORD284,2026-03-14,P017,Microphone,1,North West,Business,James,Credit Card,5
ORD461,2026-07-30,P006,"Monitor 27""",1,Midlands,Business,Sarah,Bank Transfer,10
ORD321,2026-04-02,P008,Keyboard,3,Midlands,Business,James,PayPal,5
ORD003,2026-01-25,P008,Keyboard,3,Midlands,Business,Michael,Bank Transfer,10
ORD367,2026-05-28,P012,Docking Station,2,London,Consumer,James,Bank Transfer,10
ORD210,2026-01-02,P006,"Monitor 27""",1,London,Consumer,Emma,PayPal,0
ORD164,2025-12-21,P020,Printer,1,Midlands,Business,James,Credit Card,5
ORD007,2026-03-06,P005,Monitor,4,Midlands,Business,Michael,Bank Transfer,10
ORD412,2026-06-13,P019,Conference Camera,2,South West,Business,Sarah,Bank Transfer,10
ORD442,2026-07-12,P020,Printer,2,Midlands,Business,James,PayPal,10
ORD470,2026-08-01,P001,Laptop,4,Midlands,Business,Sarah,Bank Transfer,15
ORD476,2026-08-21,P013,USB Hub,2,London,Consumer,Sarah,Debit Card,0
ORD389,2026-05-18,P004,Gaming Laptop,1,London,Consumer,Michael,Debit Card,0
ORD185,2025-12-31,P001,Laptop,1,South West,Consumer,Sarah,Debit Card,20
ORD094,2025-11-27,P013,USB Hub,1,Midlands,Consumer,Michael,Credit Card,0
ORD041,2025-09-30,P008,Keyboard,2,London,Business,Sarah,Credit Card,20
ORD438,2026-07-06,P003,Mini PC,1,Midlands,Business,Michael,Credit Card,0
ORD457,2026-07-03,P007,Ultrawide Monitor,1,London,Consumer,James,Credit Card,0
ORD114,2025-11-15,P004,Gaming Laptop,1,London,Consumer,James,Debit Card,0
ORD122,2025-11-14,P017,Microphone,1,South West,Business,James,Credit Card,10
ORD444,2026-07-25,P010,Mouse,1,North West,Consumer,Sarah,PayPal,0
ORD445,2026-07-20,P013,USB Hub,1,London,Business,Michael,Bank Transfer,10
ORD045,2025-09-23,P016,Speakers,3,South West,Consumer,Sarah,Credit Card,0
ORD145,2025-12-31,P018,Webcam,2,London,Consumer,Michael,Credit Card,0
ORD063,2025-10-28,P005,Monitor,1,South West,Business,Michael,Bank Transfer,15
ORD221,2026-01-04,P009,Mechanical Keyboard,1,South West,Consumer,Emma,Debit Card,0
ORD478,2026-08-31,P015,Headset,2,London,Consumer,James,Credit Card,10
ORD260,2026-02-28,P006,"Monitor 27""",3,South West,Business,Emma,Credit Card,0
ORD030,2025-09-19,P017,Microphone,2,North West,Consumer,Michael,PayPal,20
ORD226,2026-01-31,P015,Headset,1,London,Consumer,Emma,PayPal,5
ORD404,2026-06-04,P005,Monitor,1,North West,Business,Emma,Credit Card,0
ORD377,2026-05-26,P006,"Monitor 27""",1,Midlands,Consumer,Michael,PayPal,10
ORD243,2026-02-06,P002,Desktop PC,2,London,Consumer,Michael,Debit Card,0
ORD011,2026-04-29,P010,Mouse,4,Midlands,Business,Michael,Credit Card,5
